Plot Title: 20046751,,,,,,,,
#,"Date Time, GMT+05:00","Temp, ¡F (LGR S/N: 20046751, SEN S/N: 20046751, LBL: T (¡C))","Intensity, lum/ft? (LGR S/N: 20046751, SEN S/N: 20046751, LBL: light (lux))",Coupler Detached (LGR S/N: 20046751),Coupler Attached (LGR S/N: 20046751),Host Connected (LGR S/N: 20046751),Stopped (LGR S/N: 20046751),End Of File (LGR S/N: 20046751)
6081,03/04/2017 18:11,84.115,19,,,,,
6082,03/04/2017 18:21,84.115,5,,,,,
6083,03/04/2017 18:31,84.115,0,,,,,
6084,03/04/2017 18:41,83.935,0,,,,,
6085,03/04/2017 18:51,83.935,0,,,,,
6086,03/04/2017 19:01,83.935,0,,,,,
6087,03/04/2017 19:11,83.935,0,,,,,
6088,03/04/2017 19:21,83.935,0,,,,,
6089,03/04/2017 19:31,83.935,0,,,,,
6090,03/04/2017 19:41,83.935,0,,,,,
6091,03/04/2017 19:51,83.935,0,,,,,
6092,03/04/2017 20:01,83.935,0,,,,,
6093,03/04/2017 20:11,83.935,0,,,,,
6094,03/04/2017 20:21,83.935,0,,,,,
6095,03/04/2017 20:31,83.935,0,,,,,
6096,03/04/2017 20:41,83.935,0,,,,,
6097,03/04/2017 20:51,83.757,0,,,,,
6098,03/04/2017 21:01,83.757,0,,,,,
6099,03/04/2017 21:11,83.757,0,,,,,
6100,03/04/2017 21:21,83.757,0,,,,,
6101,03/04/2017 21:31,83.757,0,,,,,
6102,03/04/2017 21:41,83.579,0,,,,,
6103,03/04/2017 21:51,83.579,0,,,,,
6104,03/04/2017 22:01,83.579,0,,,,,
6105,03/04/2017 22:11,83.579,0,,,,,
6106,03/04/2017 22:21,83.579,0,,,,,
6107,03/04/2017 22:31,83.579,0,,,,,
6108,03/04/2017 22:41,83.757,0,,,,,
6109,03/04/2017 22:51,83.935,0,,,,,
6110,03/04/2017 23:01,83.935,0,,,,,
6111,03/04/2017 23:11,83.935,0,,,,,
6112,03/04/2017 23:21,83.935,0,,,,,
6113,03/04/2017 23:31,83.935,0,,,,,
6114,03/04/2017 23:41,83.935,0,,,,,
6115,03/04/2017 23:51,83.935,0,,,,,
6116,03/05/2017 00:01,83.935,0,,,,,
6117,03/05/2017 00:11,83.935,0,,,,,
6118,03/05/2017 00:21,83.935,0,,,,,
6119,03/05/2017 00:31,84.115,0,,,,,
6120,03/05/2017 00:41,84.115,0,,,,,
6121,03/05/2017 00:51,84.115,0,,,,,
6122,03/05/2017 01:01,84.115,0,,,,,
6123,03/05/2017 01:11,84.115,0,,,,,
6124,03/05/2017 01:21,84.115,0,,,,,
6125,03/05/2017 01:31,84.115,0,,,,,
6126,03/05/2017 01:41,84.295,0,,,,,
6127,03/05/2017 01:51,84.115,0,,,,,
6128,03/05/2017 02:01,84.115,0,,,,,
6129,03/05/2017 02:11,84.115,0,,,,,
6130,03/05/2017 02:21,84.115,0,,,,,
6131,03/05/2017 02:31,84.115,0,,,,,
6132,03/05/2017 02:41,84.115,0,,,,,
6133,03/05/2017 02:51,84.115,0,,,,,
6134,03/05/2017 03:01,84.115,0,,,,,
6135,03/05/2017 03:11,84.115,0,,,,,
6136,03/05/2017 03:21,84.115,0,,,,,
6137,03/05/2017 03:31,84.115,0,,,,,
6138,03/05/2017 03:41,84.295,0,,,,,
6139,03/05/2017 03:51,84.295,0,,,,,
6140,03/05/2017 04:01,84.295,0,,,,,
6141,03/05/2017 04:11,84.115,0,,,,,
6142,03/05/2017 04:21,84.115,0,,,,,
6143,03/05/2017 04:31,84.115,0,,,,,
6144,03/05/2017 04:41,83.935,0,,,,,
6145,03/05/2017 04:51,83.935,0,,,,,
6146,03/05/2017 05:01,83.935,0,,,,,
6147,03/05/2017 05:11,83.935,0,,,,,
6148,03/05/2017 05:21,83.935,0,,,,,
6149,03/05/2017 05:31,83.935,0,,,,,
6150,03/05/2017 05:41,83.935,0,,,,,
6151,03/05/2017 05:51,83.935,0,,,,,
6152,03/05/2017 06:01,83.935,0,,,,,
6153,03/05/2017 06:11,83.935,1,,,,,
6154,03/05/2017 06:21,83.935,8,,,,,
6155,03/05/2017 06:31,83.935,21,,,,,
6156,03/05/2017 06:41,83.935,34,,,,,
6157,03/05/2017 06:51,83.935,49,,,,,
6158,03/05/2017 07:01,83.935,81,,,,,
6159,03/05/2017 07:11,83.935,110,,,,,
6160,03/05/2017 07:21,84.115,136,,,,,
6161,03/05/2017 07:31,84.115,208,,,,,
6162,03/05/2017 07:41,84.115,224,,,,,
6163,03/05/2017 07:51,84.295,288,,,,,
6164,03/05/2017 08:01,84.295,336,,,,,
6165,03/05/2017 08:11,84.474,432,,,,,
6166,03/05/2017 08:21,84.654,512,,,,,
6167,03/05/2017 08:31,84.654,576,,,,,
6168,03/05/2017 08:41,84.474,480,,,,,
6169,03/05/2017 08:51,85.014,800,,,,,
6170,03/05/2017 09:01,85.014,672,,,,,
6171,03/05/2017 09:11,85.014,608,,,,,
6172,03/05/2017 09:21,85.014,608,,,,,
6173,03/05/2017 09:31,85.194,1280,,,,,
6174,03/05/2017 09:41,85.014,1216,,,,,
6175,03/05/2017 09:51,85.374,1472,,,,,
6176,03/05/2017 10:01,85.554,1856,,,,,
6177,03/05/2017 10:11,85.554,864,,,,,
6178,03/05/2017 10:21,85.735,992,,,,,
6179,03/05/2017 10:31,85.915,1280,,,,,
6180,03/05/2017 10:41,85.735,1664,,,,,
6181,03/05/2017 10:51,85.915,1344,,,,,
6182,03/05/2017 11:01,85.915,1728,,,,,
6183,03/05/2017 11:11,86.097,1856,,,,,
6184,03/05/2017 11:21,86.097,1664,,,,,
6185,03/05/2017 11:31,86.277,2048,,,,,
6186,03/05/2017 11:41,86.097,1536,,,,,
6187,03/05/2017 11:51,86.097,1536,,,,,
6188,03/05/2017 12:01,86.097,1344,,,,,
6189,03/05/2017 12:11,86.097,1920,,,,,
6190,03/05/2017 12:21,85.915,2688,,,,,
6191,03/05/2017 12:31,85.915,2432,,,,,
6192,03/05/2017 12:41,85.915,2688,,,,,
6193,03/05/2017 12:51,86.097,1472,,,,,
6194,03/05/2017 13:01,85.915,1728,,,,,
6195,03/05/2017 13:11,85.735,1664,,,,,
6196,03/05/2017 13:21,85.735,1984,,,,,
6197,03/05/2017 13:31,85.735,1536,,,,,
6198,03/05/2017 13:41,85.735,1728,,,,,
6199,03/05/2017 13:51,85.554,1536,,,,,
6200,03/05/2017 14:01,85.735,1728,,,,,
6201,03/05/2017 14:11,85.554,1216,,,,,
6202,03/05/2017 14:21,85.735,1216,,,,,
6203,03/05/2017 14:31,86.097,1280,,,,,
6204,03/05/2017 14:41,85.915,576,,,,,
6205,03/05/2017 14:51,85.735,1216,,,,,
6206,03/05/2017 15:01,85.735,992,,,,,
6207,03/05/2017 15:11,85.735,1216,,,,,
6208,03/05/2017 15:21,85.374,1152,,,,,
6209,03/05/2017 15:31,85.374,1152,,,,,
6210,03/05/2017 15:41,85.554,304,,,,,
6211,03/05/2017 15:51,85.554,1152,,,,,
6212,03/05/2017 16:01,85.374,864,,,,,
6213,03/05/2017 16:11,85.374,672,,,,,
6214,03/05/2017 16:21,85.014,768,,,,,
6215,03/05/2017 16:31,84.834,256,,,,,
6216,03/05/2017 16:41,84.834,224,,,,,
6217,03/05/2017 16:51,84.834,272,,,,,
6218,03/05/2017 17:01,84.834,352,,,,,
6219,03/05/2017 17:11,84.834,168,,,,,
6220,03/05/2017 17:21,84.654,184,,,,,
6221,03/05/2017 17:31,84.834,232,,,,,
6222,03/05/2017 17:41,84.834,168,,,,,
6223,03/05/2017 17:51,84.834,109,,,,,
6224,03/05/2017 18:01,85.014,57,,,,,
6225,03/05/2017 18:11,85.014,21,,,,,
6226,03/05/2017 18:21,85.014,5,,,,,
6227,03/05/2017 18:31,85.014,1,,,,,
6228,03/05/2017 18:41,85.014,0,,,,,
6229,03/05/2017 18:51,85.014,0,,,,,
6230,03/05/2017 19:01,85.014,0,,,,,
6231,03/05/2017 19:11,85.014,0,,,,,
6232,03/05/2017 19:21,85.014,0,,,,,
6233,03/05/2017 19:31,84.834,0,,,,,
6234,03/05/2017 19:41,84.834,0,,,,,
6235,03/05/2017 19:51,84.834,0,,,,,
6236,03/05/2017 20:01,84.654,0,,,,,
6237,03/05/2017 20:11,84.654,0,,,,,
6238,03/05/2017 20:21,84.654,0,,,,,
6239,03/05/2017 20:31,84.654,0,,,,,
6240,03/05/2017 20:41,84.654,0,,,,,
6241,03/05/2017 20:51,84.654,0,,,,,
6242,03/05/2017 21:01,84.474,0,,,,,
6243,03/05/2017 21:11,84.474,0,,,,,
6244,03/05/2017 21:21,84.474,0,,,,,
6245,03/05/2017 21:31,84.474,0,,,,,
6246,03/05/2017 21:41,84.474,0,,,,,
6247,03/05/2017 21:51,84.474,0,,,,,
6248,03/05/2017 22:01,84.474,0,,,,,
6249,03/05/2017 22:11,84.474,0,,,,,
6250,03/05/2017 22:21,84.474,0,,,,,
6251,03/05/2017 22:31,84.474,0,,,,,
6252,03/05/2017 22:41,84.474,0,,,,,
6253,03/05/2017 22:51,84.295,0,,,,,
6254,03/05/2017 23:01,84.295,0,,,,,
6255,03/05/2017 23:11,84.295,0,,,,,
6256,03/05/2017 23:21,84.295,0,,,,,
6257,03/05/2017 23:31,84.295,0,,,,,
6258,03/05/2017 23:41,84.295,0,,,,,
6259,03/05/2017 23:51,84.474,0,,,,,
6260,03/06/2017 00:01,84.474,0,,,,,
6261,03/06/2017 00:11,84.654,0,,,,,
6262,03/06/2017 00:21,84.654,0,,,,,
6263,03/06/2017 00:31,84.654,0,,,,,
6264,03/06/2017 00:41,84.654,0,,,,,
6265,03/06/2017 00:51,84.654,0,,,,,
6266,03/06/2017 01:01,84.654,0,,,,,
6267,03/06/2017 01:11,84.654,0,,,,,
6268,03/06/2017 01:21,84.654,0,,,,,
6269,03/06/2017 01:31,84.654,0,,,,,
6270,03/06/2017 01:41,84.654,0,,,,,
6271,03/06/2017 01:51,84.474,0,,,,,
6272,03/06/2017 02:01,84.474,0,,,,,
6273,03/06/2017 02:11,84.654,0,,,,,
6274,03/06/2017 02:21,84.654,0,,,,,
6275,03/06/2017 02:31,84.654,0,,,,,
6276,03/06/2017 02:41,84.654,0,,,,,
6277,03/06/2017 02:51,84.654,0,,,,,
6278,03/06/2017 03:01,84.654,0,,,,,
6279,03/06/2017 03:11,84.834,0,,,,,
6280,03/06/2017 03:21,85.014,0,,,,,
6281,03/06/2017 03:31,85.014,0,,,,,
6282,03/06/2017 03:41,84.834,0,,,,,
6283,03/06/2017 03:51,84.834,0,,,,,
6284,03/06/2017 04:01,84.654,0,,,,,
6285,03/06/2017 04:11,84.654,0,,,,,
6286,03/06/2017 04:21,84.474,0,,,,,
6287,03/06/2017 04:31,84.295,0,,,,,
6288,03/06/2017 04:41,84.115,0,,,,,
6289,03/06/2017 04:51,84.295,0,,,,,
6290,03/06/2017 05:01,84.115,0,,,,,
6291,03/06/2017 05:11,84.115,0,,,,,
6292,03/06/2017 05:21,84.115,0,,,,,
6293,03/06/2017 05:31,84.115,0,,,,,
6294,03/06/2017 05:41,83.935,0,,,,,
6295,03/06/2017 05:51,83.935,0,,,,,
6296,03/06/2017 06:01,83.935,0,,,,,
6297,03/06/2017 06:11,83.935,2,,,,,
6298,03/06/2017 06:21,83.935,11,,,,,
6299,03/06/2017 06:31,83.935,27,,,,,
6300,03/06/2017 06:41,83.935,48,,,,,
6301,03/06/2017 06:51,84.115,94,,,,,
6302,03/06/2017 07:01,84.115,107,,,,,
6303,03/06/2017 07:11,84.115,160,,,,,
6304,03/06/2017 07:21,84.115,176,,,,,
6305,03/06/2017 07:31,84.295,200,,,,,
6306,03/06/2017 07:41,84.295,272,,,,,
6307,03/06/2017 07:51,84.295,304,,,,,
6308,03/06/2017 08:01,84.295,248,,,,,
6309,03/06/2017 08:11,84.654,576,,,,,
6310,03/06/2017 08:21,84.474,336,,,,,
6311,03/06/2017 08:31,84.834,512,,,,,
6312,03/06/2017 08:41,84.834,672,,,,,
6313,03/06/2017 08:51,85.014,672,,,,,
6314,03/06/2017 09:01,85.194,512,,,,,
6315,03/06/2017 09:11,85.194,992,,,,,
6316,03/06/2017 09:21,85.374,864,,,,,
6317,03/06/2017 09:31,85.374,1024,,,,,
6318,03/06/2017 09:41,85.554,1088,,,,,
6319,03/06/2017 09:51,85.554,1344,,,,,
6320,03/06/2017 10:01,85.735,1664,,,,,
6321,03/06/2017 10:11,85.915,1344,,,,,
6322,03/06/2017 10:21,85.915,1280,,,,,
6323,03/06/2017 10:31,85.374,448,,,,,
6324,03/06/2017 10:41,85.554,400,,,,,
6325,03/06/2017 10:51,85.374,992,,,,,
6326,03/06/2017 11:01,85.915,1536,,,,,
6327,03/06/2017 11:11,86.277,1728,,,,,
6328,03/06/2017 11:21,86.459,2560,,,,,
6329,03/06/2017 11:31,86.277,960,,,,,
6330,03/06/2017 11:41,86.459,3072,,,,,
6331,03/06/2017 11:51,86.277,1920,,,,,
6332,03/06/2017 12:01,86.459,1920,,,,,
6333,03/06/2017 12:11,86.277,1152,,,,,
6334,03/06/2017 12:21,86.459,2048,,,,,
6335,03/06/2017 12:31,86.459,1856,,,,,
6336,03/06/2017 12:41,86.459,1984,,,,,
6337,03/06/2017 12:51,86.459,1984,,,,,
6338,03/06/2017 13:01,86.277,1664,,,,,
6339,03/06/2017 13:11,86.459,2304,,,,,
6340,03/06/2017 13:21,86.277,1920,,,,,
6341,03/06/2017 13:31,86.277,1600,,,,,
6342,03/06/2017 13:41,86.277,1536,,,,,
6343,03/06/2017 13:51,86.459,1856,,,,,
6344,03/06/2017 14:01,86.277,1600,,,,,
6345,03/06/2017 14:11,86.277,1216,,,,,
6346,03/06/2017 14:21,86.097,864,,,,,
6347,03/06/2017 14:31,86.097,1920,,,,,
6348,03/06/2017 14:41,85.915,992,,,,,
6349,03/06/2017 14:51,85.735,1536,,,,,
6350,03/06/2017 15:01,85.915,960,,,,,
6351,03/06/2017 15:11,86.459,1728,,,,,
6352,03/06/2017 15:21,86.277,800,,,,,
6353,03/06/2017 15:31,85.554,416,,,,,
6354,03/06/2017 15:41,85.554,512,,,,,
6355,03/06/2017 15:51,85.374,896,,,,,
6356,03/06/2017 16:01,85.915,1152,,,,,
6357,03/06/2017 16:11,85.915,1024,,,,,
6358,03/06/2017 16:21,85.554,576,,,,,
6359,03/06/2017 16:31,85.374,512,,,,,
6360,03/06/2017 16:41,85.735,608,,,,,
6361,03/06/2017 16:51,85.554,480,,,,,
6362,03/06/2017 17:01,85.554,432,,,,,
6363,03/06/2017 17:11,85.554,320,,,,,
6364,03/06/2017 17:21,85.374,144,,,,,
6365,03/06/2017 17:31,85.374,168,,,,,
6366,03/06/2017 17:41,85.194,128,,,,,
6367,03/06/2017 17:51,85.014,82,,,,,
6368,03/06/2017 18:01,85.014,44,,,,,
6369,03/06/2017 18:11,85.014,22,,,,,
6370,03/06/2017 18:21,85.014,7,,,,,
6371,03/06/2017 18:31,85.014,0,,,,,
6372,03/06/2017 18:41,85.014,0,,,,,
6373,03/06/2017 18:51,84.834,0,,,,,
6374,03/06/2017 19:01,84.834,0,,,,,
6375,03/06/2017 19:11,84.834,0,,,,,
6376,03/06/2017 19:21,85.014,0,,,,,
6377,03/06/2017 19:31,84.834,0,,,,,
6378,03/06/2017 19:41,84.834,0,,,,,
6379,03/06/2017 19:51,84.834,0,,,,,
6380,03/06/2017 20:01,84.834,0,,,,,
6381,03/06/2017 20:11,85.014,0,,,,,
6382,03/06/2017 20:21,85.014,0,,,,,
6383,03/06/2017 20:31,85.014,0,,,,,
6384,03/06/2017 20:41,85.014,0,,,,,
6385,03/06/2017 20:51,85.014,0,,,,,
6386,03/06/2017 21:01,84.834,0,,,,,
6387,03/06/2017 21:11,85.014,0,,,,,
6388,03/06/2017 21:21,85.014,0,,,,,
6389,03/06/2017 21:31,85.014,0,,,,,
6390,03/06/2017 21:41,85.014,0,,,,,
6391,03/06/2017 21:51,84.834,0,,,,,
6392,03/06/2017 22:01,84.834,0,,,,,
6393,03/06/2017 22:11,84.834,0,,,,,
6394,03/06/2017 22:21,84.834,0,,,,,
6395,03/06/2017 22:31,84.834,0,,,,,
6396,03/06/2017 22:41,85.194,0,,,,,
6397,03/06/2017 22:51,85.194,0,,,,,
6398,03/06/2017 23:01,85.194,0,,,,,
6399,03/06/2017 23:11,85.014,0,,,,,
6400,03/06/2017 23:21,85.014,0,,,,,
6401,03/06/2017 23:31,85.014,0,,,,,
6402,03/06/2017 23:41,85.014,0,,,,,
6403,03/06/2017 23:51,84.654,0,,,,,
6404,03/07/2017 00:01,84.295,0,,,,,
6405,03/07/2017 00:11,84.115,0,,,,,
6406,03/07/2017 00:21,83.935,0,,,,,
6407,03/07/2017 00:31,84.295,0,,,,,
6408,03/07/2017 00:41,84.115,0,,,,,
6409,03/07/2017 00:51,84.295,0,,,,,
6410,03/07/2017 01:01,84.295,0,,,,,
6411,03/07/2017 01:11,84.115,0,,,,,
6412,03/07/2017 01:21,84.115,0,,,,,
6413,03/07/2017 01:31,84.474,0,,,,,
6414,03/07/2017 01:41,84.654,0,,,,,
6415,03/07/2017 01:51,84.654,0,,,,,
6416,03/07/2017 02:01,84.654,0,,,,,
6417,03/07/2017 02:11,84.834,0,,,,,
6418,03/07/2017 02:21,84.834,0,,,,,
6419,03/07/2017 02:31,84.654,0,,,,,
6420,03/07/2017 02:41,84.654,0,,,,,
6421,03/07/2017 02:51,84.654,0,,,,,
6422,03/07/2017 03:01,84.834,0,,,,,
6423,03/07/2017 03:11,84.834,0,,,,,
6424,03/07/2017 03:21,84.834,0,,,,,
6425,03/07/2017 03:31,84.654,0,,,,,
6426,03/07/2017 03:41,84.654,0,,,,,
6427,03/07/2017 03:51,84.654,0,,,,,
6428,03/07/2017 04:01,84.654,0,,,,,
6429,03/07/2017 04:11,84.834,0,,,,,
6430,03/07/2017 04:21,84.654,0,,,,,
6431,03/07/2017 04:31,84.834,0,,,,,
6432,03/07/2017 04:41,84.834,0,,,,,
6433,03/07/2017 04:51,84.654,0,,,,,
6434,03/07/2017 05:01,84.654,0,,,,,
6435,03/07/2017 05:11,84.654,0,,,,,
6436,03/07/2017 05:21,84.474,0,,,,,
6437,03/07/2017 05:31,84.474,0,,,,,
6438,03/07/2017 05:41,84.474,0,,,,,
6439,03/07/2017 05:51,84.295,0,,,,,
6440,03/07/2017 06:01,84.295,0,,,,,
6441,03/07/2017 06:11,84.295,2,,,,,
6442,03/07/2017 06:21,84.295,11,,,,,
6443,03/07/2017 06:31,84.295,26,,,,,
6444,03/07/2017 06:41,84.295,48,,,,,
6445,03/07/2017 06:51,84.295,71,,,,,
6446,03/07/2017 07:01,84.474,97,,,,,
6447,03/07/2017 07:11,84.474,123,,,,,
6448,03/07/2017 07:21,84.474,160,,,,,
6449,03/07/2017 07:31,84.654,208,,,,,
6450,03/07/2017 07:41,84.654,208,,,,,
6451,03/07/2017 07:51,84.834,248,,,,,
6452,03/07/2017 08:01,84.834,320,,,,,
6453,03/07/2017 08:11,85.014,384,,,,,
6454,03/07/2017 08:21,85.014,368,,,,,
6455,03/07/2017 08:31,85.014,512,,,,,
6456,03/07/2017 08:41,85.194,608,,,,,
6457,03/07/2017 08:51,85.194,704,,,,,
6458,03/07/2017 09:01,85.374,432,,,,,
6459,03/07/2017 09:11,85.554,576,,,,,
6460,03/07/2017 09:21,85.554,576,,,,,
6461,03/07/2017 09:31,85.554,1088,,,,,
6462,03/07/2017 09:41,85.554,960,,,,,
6463,03/07/2017 09:51,85.554,768,,,,,
6464,03/07/2017 10:01,85.915,672,,,,,
6465,03/07/2017 10:11,85.915,1152,,,,,
6466,03/07/2017 10:21,85.915,896,,,,,
6467,03/07/2017 10:31,86.097,960,,,,,
6468,03/07/2017 10:41,86.277,1024,,,,,
6469,03/07/2017 10:51,86.277,1024,,,,,
6470,03/07/2017 11:01,86.277,1600,,,,,
6471,03/07/2017 11:11,86.459,1344,,,,,
6472,03/07/2017 11:21,86.641,1856,,,,,
6473,03/07/2017 11:31,86.823,1152,,,,,
6474,03/07/2017 11:41,86.823,1920,,,,,
6475,03/07/2017 11:51,86.641,1024,,,,,
6476,03/07/2017 12:01,86.823,2432,,,,,
6477,03/07/2017 12:11,87.004,1024,,,,,
6478,03/07/2017 12:21,86.823,1344,,,,,
6479,03/07/2017 12:31,86.641,3072,,,,,
6480,03/07/2017 12:41,86.823,3968,,,,,
6481,03/07/2017 12:51,86.823,1920,,,,,
6482,03/07/2017 13:01,86.823,2432,,,,,
6483,03/07/2017 13:11,86.641,2048,,,,,
6484,03/07/2017 13:21,86.641,1728,,,,,
6485,03/07/2017 13:31,86.641,2304,,,,,
6486,03/07/2017 13:41,86.641,2816,,,,,
6487,03/07/2017 13:51,86.459,2432,,,,,
6488,03/07/2017 14:01,86.459,2432,,,,,
6489,03/07/2017 14:11,86.459,2176,,,,,
6490,03/07/2017 14:21,86.459,2176,,,,,
6491,03/07/2017 14:31,86.097,2048,,,,,
6492,03/07/2017 14:41,86.277,1216,,,,,
6493,03/07/2017 14:51,86.097,1664,,,,,
6494,03/07/2017 15:01,86.097,1344,,,,,
6495,03/07/2017 15:11,86.277,2048,,,,,
6496,03/07/2017 15:21,86.097,1152,,,,,
6497,03/07/2017 15:31,85.735,992,,,,,
6498,03/07/2017 15:41,85.915,1280,,,,,
6499,03/07/2017 15:51,86.097,1024,,,,,
6500,03/07/2017 16:01,86.097,608,,,,,
6501,03/07/2017 16:11,85.915,896,,,,,
6502,03/07/2017 16:21,86.277,800,,,,,
6503,03/07/2017 16:31,86.459,608,,,,,
6504,03/07/2017 16:41,85.915,256,,,,,
6505,03/07/2017 16:51,85.915,320,,,,,
6506,03/07/2017 17:01,85.915,432,,,,,
6507,03/07/2017 17:11,85.915,416,,,,,
6508,03/07/2017 17:21,85.915,320,,,,,
6509,03/07/2017 17:31,85.735,240,,,,,
6510,03/07/2017 17:41,85.554,128,,,,,
6511,03/07/2017 17:51,85.554,94,,,,,
6512,03/07/2017 18:01,85.554,50,,,,,
6513,03/07/2017 18:11,85.554,24,,,,,
6514,03/07/2017 18:21,85.554,5,,,,,
6515,03/07/2017 18:31,85.554,0,,,,,
6516,03/07/2017 18:41,85.554,0,,,,,
6517,03/07/2017 18:51,85.374,0,,,,,
6518,03/07/2017 19:01,85.194,0,,,,,
6519,03/07/2017 19:11,85.374,0,,,,,
6520,03/07/2017 19:21,85.194,0,,,,,
6521,03/07/2017 19:31,85.374,0,,,,,
6522,03/07/2017 19:41,85.374,0,,,,,
6523,03/07/2017 19:51,85.374,0,,,,,
6524,03/07/2017 20:01,85.374,0,,,,,
6525,03/07/2017 20:11,85.374,0,,,,,
6526,03/07/2017 20:21,85.194,0,,,,,
6527,03/07/2017 20:31,85.014,0,,,,,
6528,03/07/2017 20:41,85.014,0,,,,,
6529,03/07/2017 20:51,85.014,0,,,,,
6530,03/07/2017 21:01,85.014,0,,,,,
6531,03/07/2017 21:11,84.834,0,,,,,
6532,03/07/2017 21:21,84.834,0,,,,,
6533,03/07/2017 21:31,84.834,0,,,,,
6534,03/07/2017 21:41,84.834,0,,,,,
6535,03/07/2017 21:51,85.194,0,,,,,
6536,03/07/2017 22:01,85.194,0,,,,,
6537,03/07/2017 22:11,85.194,0,,,,,
6538,03/07/2017 22:21,85.194,0,,,,,
6539,03/07/2017 22:31,84.654,0,,,,,
6540,03/07/2017 22:41,84.295,0,,,,,
6541,03/07/2017 22:51,84.474,0,,,,,
6542,03/07/2017 23:01,84.834,0,,,,,
6543,03/07/2017 23:11,85.014,0,,,,,
6544,03/07/2017 23:21,84.834,0,,,,,
6545,03/07/2017 23:31,84.834,0,,,,,
6546,03/07/2017 23:41,84.834,0,,,,,
6547,03/07/2017 23:51,84.834,0,,,,,
6548,03/08/2017 00:01,84.834,0,,,,,
6549,03/08/2017 00:11,84.834,0,,,,,
6550,03/08/2017 00:21,84.834,0,,,,,
6551,03/08/2017 00:31,84.834,0,,,,,
6552,03/08/2017 00:41,84.834,0,,,,,
6553,03/08/2017 00:51,84.654,0,,,,,
6554,03/08/2017 01:01,84.654,0,,,,,
6555,03/08/2017 01:11,84.654,0,,,,,
6556,03/08/2017 01:21,84.654,0,,,,,
6557,03/08/2017 01:31,84.654,0,,,,,
6558,03/08/2017 01:41,84.654,0,,,,,
6559,03/08/2017 01:51,84.654,0,,,,,
6560,03/08/2017 02:01,84.474,0,,,,,
6561,03/08/2017 02:11,84.474,0,,,,,
6562,03/08/2017 02:21,84.474,0,,,,,
6563,03/08/2017 02:31,84.654,0,,,,,
6564,03/08/2017 02:41,84.654,0,,,,,
6565,03/08/2017 02:51,84.654,0,,,,,
6566,03/08/2017 03:01,84.654,0,,,,,
6567,03/08/2017 03:11,84.654,0,,,,,
6568,03/08/2017 03:21,84.654,0,,,,,
6569,03/08/2017 03:31,84.654,0,,,,,
6570,03/08/2017 03:41,84.654,0,,,,,
6571,03/08/2017 03:51,84.654,0,,,,,
6572,03/08/2017 04:01,84.654,0,,,,,
6573,03/08/2017 04:11,84.654,0,,,,,
6574,03/08/2017 04:21,84.654,0,,,,,
6575,03/08/2017 04:31,84.654,0,,,,,
6576,03/08/2017 04:41,84.834,0,,,,,
6577,03/08/2017 04:51,84.834,0,,,,,
6578,03/08/2017 05:01,84.654,0,,,,,
6579,03/08/2017 05:11,84.654,0,,,,,
6580,03/08/2017 05:21,84.654,0,,,,,
6581,03/08/2017 05:31,84.654,0,,,,,
6582,03/08/2017 05:41,84.654,0,,,,,
6583,03/08/2017 05:51,84.115,0,,,,,
6584,03/08/2017 06:01,83.935,0,,,,,
6585,03/08/2017 06:11,84.295,2,,,,,
6586,03/08/2017 06:21,84.115,10,,,,,
6587,03/08/2017 06:31,84.115,26,,,,,
6588,03/08/2017 06:41,84.295,44,,,,,
6589,03/08/2017 06:51,84.295,79,,,,,
6590,03/08/2017 07:01,84.115,120,,,,,
6591,03/08/2017 07:11,84.295,136,,,,,
6592,03/08/2017 07:21,84.295,208,,,,,
6593,03/08/2017 07:31,84.474,320,,,,,
6594,03/08/2017 07:41,84.295,256,,,,,
6595,03/08/2017 07:51,84.474,304,,,,,
6596,03/08/2017 08:01,85.014,352,,,,,
6597,03/08/2017 08:11,84.654,248,,,,,
6598,03/08/2017 08:21,85.014,416,,,,,
6599,03/08/2017 08:31,84.834,176,,,,,
6600,03/08/2017 08:41,85.374,608,,,,,
6601,03/08/2017 08:51,85.554,704,,,,,
6602,03/08/2017 09:01,85.374,1344,,,,,
6603,03/08/2017 09:11,85.554,576,,,,,
6604,03/08/2017 09:21,85.554,704,,,,,
6605,03/08/2017 09:31,85.735,896,,,,,
6606,03/08/2017 09:41,85.915,896,,,,,
6607,03/08/2017 09:51,85.915,1152,,,,,
6608,03/08/2017 10:01,85.915,2048,,,,,
6609,03/08/2017 10:11,86.097,896,,,,,
6610,03/08/2017 10:21,86.097,768,,,,,
6611,03/08/2017 10:31,86.277,5888,,,,,
6612,03/08/2017 10:41,86.277,960,,,,,
6613,03/08/2017 10:51,86.459,2048,,,,,
6614,03/08/2017 11:01,86.459,1920,,,,,
6615,03/08/2017 11:11,86.459,1536,,,,,
6616,03/08/2017 11:21,86.641,1920,,,,,
6617,03/08/2017 11:31,86.641,1728,,,,,
6618,03/08/2017 11:41,86.641,1920,,,,,
6619,03/08/2017 11:51,86.823,3456,,,,,
6620,03/08/2017 12:01,86.823,1664,,,,,
6621,03/08/2017 12:11,86.823,1280,,,,,
6622,03/08/2017 12:21,86.823,1280,,,,,
6623,03/08/2017 12:31,86.823,2048,,,,,
6624,03/08/2017 12:41,86.823,1536,,,,,
6625,03/08/2017 12:51,86.823,2304,,,,,
6626,03/08/2017 13:01,87.004,5632,,,,,
